date,region,z_Money_supply,z_top_tier_home_value,z_mid_tier_home_value,z_bottom_tier_home_value,z_single_family_home_value,z_condo_coop_value,Crisis_type
2001-08-01,Alabama; AL,-0.9152634860952925,-0.8227438333254689,-0.9316373834224823,-1.0663194871273571,-0.8923165694571626,-0.7243602563748079,Nine_eleven
2009-02-01,Alabama; AL,-0.15392076937727536,-0.536399465963545,-0.661460805495176,-0.8646212000846547,-0.6449537445779526,-0.26012370250029,Financial_crisis
2009-01-01,Alabama; AL,-0.16116834299928967,-0.5287999285148729,-0.655338474688316,-0.8597848810950302,-0.6392008970192171,-0.25800274531933537,Financial_crisis
2020-08-01,Alabama; AL,2.347311205318713,-0.3279239917083411,-0.40186771068621313,-0.6510461821461201,-0.4115497521531329,0.19732819857378792,Pandemic
2008-12-01,Alabama; AL,-0.18132255457831495,-0.5234585393366634,-0.6511594092911418,-0.8565659540298046,-0.6353047377194045,-0.2546164443656521,Financial_crisis
2008-11-01,Alabama; AL,-0.22505620088649622,-0.5166902982293154,-0.6456743859573508,-0.8533787405317241,-0.6304369436312437,-0.23299714219160325,Financial_crisis
2020-09-01,Alabama; AL,2.402710466703424,-0.31371130575331435,-0.40562886954366983,-0.6627960587733719,-0.4137431455367311,0.2148381462097372,Pandemic
2008-10-01,Alabama; AL,-0.23764017289458234,-0.5120747424237546,-0.6421221803697528,-0.8517772053908976,-0.6274546982412638,-0.2001464076729537,Financial_crisis
2008-09-01,Alabama; AL,-0.2644710875706002,-0.5060633532092541,-0.6371386448836227,-0.8489229843478405,-0.623087151766906,-0.17077838125257624,Financial_crisis
2001-05-01,Alabama; AL,-0.9411264029245349,-0.8303061485499025,-0.9397343226295072,-1.0728207683920983,-0.8996086404429846,-0.747136444283923,Nine_eleven
2008-08-01,Alabama; AL,-0.28182058743973687,-0.5019192789107129,-0.6339834505087563,-0.8470994542369985,-0.6203646503302468,-0.14536304776034153,Financial_crisis
2020-02-01,Alabama; AL,1.6254330162000192,-0.3871445504716256,-0.49904142883400415,-0.7395904616151807,-0.4987563794439989,0.07146867131304846,Pandemic
2008-07-01,Alabama; AL,-0.2855436560811825,-0.4980543712939597,-0.6309954187497767,-0.84567234371547,-0.6177094899185227,-0.13944605926120107,Financial_crisis
2008-06-01,Alabama; AL,-0.29706034841205414,-0.4964290008355498,-0.6303790066036935,-0.8460211929540659,-0.617190002011881,-0.14338670129627018,Financial_crisis
2008-05-01,Alabama; AL,-0.3014039284937407,-0.4953309452205172,-0.630149158006849,-0.8461163336555011,-0.6169110177657217,-0.16233070520797857,Financial_crisis
2020-11-01,Alabama; AL,2.490872732132856,-0.28022991505087913,-0.37884106034778375,-0.6438313456206146,-0.3885768425038678,0.23930145914915707,Pandemic
2020-07-01,Alabama; AL,2.331972162515957,-0.33917751083641545,-0.4068303508453574,-0.6663004079429031,-0.41642716638771304,0.21157235418679002,Pandemic
2008-04-01,Alabama; AL,-0.30440720386450687,-0.49288668582886264,-0.6288640953972179,-0.8452759241261565,-0.6157181196097297,-0.16775360709110118,Financial_crisis
2001-02-01,Alabama; AL,-0.9706131065647838,-0.8407407787447322,-0.9486566272524739,-1.0794647607089924,-0.9078050051922198,-0.75982603469043,Nine_eleven
2009-04-01,Alabama; AL,-0.13674501271140613,-0.5514558556679753,-0.6742487456105288,-0.8743255516310489,-0.6568731059914533,-0.2558215336730127,Financial_crisis
2020-01-01,Alabama; AL,1.6096968460755092,-0.39542649536466823,-0.506814490472748,-0.7453147604848674,-0.5058560475014351,0.053946672784025554,Pandemic
2009-12-01,Alabama; AL,-0.10629031122438132,-0.5966932655257032,-0.7143886687503861,-0.9056744127539594,-0.6933527012134019,-0.3731490286376392,Financial_crisis
2020-03-01,Alabama; AL,1.7596868714105478,-0.3778389944120272,-0.48798780085847865,-0.7322963411718125,-0.4886071249716477,0.05623634246801067,Pandemic
2001-03-01,Alabama; AL,-0.9562668820664136,-0.8362555007240058,-0.944926811385496,-1.0768008210688058,-0.9043898532133718,-0.7540898095873936,Nine_eleven
2009-11-01,Alabama; AL,-0.10499964742868,-0.5933060431200095,-0.7121215257724192,-0.9040887343967055,-0.6914286719295438,-0.3497943978609911,Financial_crisis
2020-04-01,Alabama; AL,2.0149900983832785,-0.3688622346665345,-0.479368478476807,-0.7260011980935144,-0.4807667056399262,0.07662645354855176,Pandemic
2009-10-01,Alabama; AL,-0.11247060516918093,-0.5886718762023294,-0.7086529014927646,-0.9013930811893738,-0.6883983258074674,-0.32860892783759205,Financial_crisis
2009-09-01,Alabama; AL,-0.1191473082661733,-0.5834979870331927,-0.7041499585273095,-0.8980314430719954,-0.6843578643113655,-0.3149552659851966,Financial_crisis
2009-08-01,Alabama; AL,-0.11894874460529638,-0.5780263200701488,-0.6987903071554338,-0.8940989607460056,-0.6794804500767854,-0.30226567557868966,Financial_crisis
2020-05-01,Alabama; AL,2.2259888085228057,-0.36037556754018074,-0.4707178131046566,-0.7196743414480711,-0.4728878057225275,0.09807704321957016,Pandemic
2009-07-01,Alabama; AL,-0.11884946277485792,-0.572343727169754,-0.6933261791486286,-0.8898176291814199,-0.6744298732066579,-0.2904075967942615,Financial_crisis
2009-06-01,Alabama; AL,-0.12006566519773007,-0.5665184490764453,-0.6877366791799082,-0.8849495966246503,-0.6692446142866605,-0.2790918081981456,Financial_crisis
2009-05-01,Alabama; AL,-0.12242360867064561,-0.5585342819773099,-0.6806949539856698,-0.8793680088071164,-0.6627894960393168,-0.2618590311028892,Financial_crisis
