date,z_Money_supply,z_top_tier_home_value,z_mid_tier_home_value,z_bottom_tier_home_value,z_single_family_home_value,z_condo_coop_value
2013-06-01,0.45708305157135376,0.03276178356147901,0.012611037275404937,0.014177012009203807,0.019943617790061957,-0.0759658110846062
2013-07-01,0.4685564934727305,0.059142830053185935,0.038436948005825686,0.03938749539092844,0.04606951127132855,-0.04618486803195215
2013-08-01,0.4820328422577528,0.0878029177058818,0.06684008941961896,0.06678066835769643,0.0745620452686965,-0.014994620987980387
2013-09-01,0.49481682816941636,0.11553463680009748,0.09441884757209602,0.09323984835464949,0.10246117959972462,0.015066237907783228
2013-10-01,0.5228822517859307,0.1417441003883435,0.12036581376922888,0.11890075569006527,0.128992602717386,0.042117672950395396
2013-11-01,0.5241927957962171,0.16400057401620288,0.14291406956607766,0.1413943906384882,0.1520145093034534,0.06632158851483723
2013-12-01,0.5405622323020609,0.18507851821572008,0.16388101041030728,0.16203992668474165,0.1732283842934732,0.08960979816623364
2014-01-01,0.5544836715056709,0.20589649680803374,0.18434072438202317,0.18107531048755243,0.1956764610079865,0.11050860412776024
2014-02-01,0.5774058280629476,0.22625687430189315,0.20398409567692738,0.19964561673012343,0.21747395076695233,0.13086623945927556
2014-03-01,0.5868516358352015,0.24241872319882268,0.2205157607684573,0.21567980235349937,0.23633140502259228,0.14743909719381362
2014-04-01,0.5997839852197278,0.25519177473547977,0.23420932287934657,0.22974342679140142,0.2503405513411208,0.1626807119749709
2014-05-01,0.6162276034620027,0.2649273186440123,0.2455878667015489,0.24178380683933146,0.2618736837349116,0.17410364385984595
2014-06-01,0.628789044164372,0.2764483052222726,0.2577827532005629,0.25436253248024754,0.27417264743132175,0.18653348428458247
2014-07-01,0.6428835740863219,0.28774686433057617,0.2694342301967914,0.266458386895828,0.2859525766815786,0.1972515013420205
2014-08-01,0.6500792025201596,0.29733813853252544,0.27938512357024503,0.2772891466126602,0.29602101865673136,0.2069231850929611
2014-09-01,0.6584122842459442,0.30569499630329033,0.28809531008468753,0.28688028099450896,0.3045256165863306,0.21582897704406875
2014-10-01,0.6737184491962722,0.31503176753741174,0.2982411876323832,0.2981736760038235,0.3140856787813799,0.22733023279865852
2014-11-01,0.6826449848135072,0.3278286305790399,0.3114458375354644,0.31195155511401595,0.3268464896347364,0.24053148449055675
2014-12-01,0.7022536904768515,0.34193372571725833,0.32604240195616147,0.32728934553091094,0.3411448340317666,0.25419978825119344
2015-01-01,0.7195380350653479,0.35530010393069994,0.3398672936139627,0.34226637811038035,0.3535833955976494,0.2690090447582521
2015-02-01,0.7511394547850886,0.36970060179822406,0.35443794948458845,0.357798503261749,0.3666270987067431,0.2864836783216253
2015-03-01,0.7552441775342876,0.38657637564122677,0.3712110554608333,0.3751727960935892,0.3819933015725885,0.30666206238083915
2015-04-01,0.7649619850067902,0.40426202078856416,0.3892007465425749,0.39317719400704565,0.3998940103053643,0.3264120306426171
2015-05-01,0.772454340386353,0.42263119619621986,0.4081863533550687,0.4118089058389655,0.4188993252327193,0.34696284733064414
2015-06-01,0.7836063280965275,0.4388660203524984,0.42562481769908955,0.42890896689109914,0.43630622281039916,0.36598582289566933
2015-07-01,0.7958215873622173,0.4556734411694693,0.4431235864268963,0.44620859610861724,0.45375139020899313,0.38470259943982904
2015-08-01,0.8078637559095677,0.4729789426433438,0.46084079103375136,0.46370186226982135,0.47138203577372473,0.4029707221396795
2015-09-01,0.8212164684672045,0.490353637549307,0.47856826972080685,0.4814163281108395,0.48917945947846414,0.420078705373346
2015-10-01,0.8305880945030273,0.50743657148555,0.4963122762760116,0.49875642919406504,0.5073015243344848,0.4370565868771162
2015-11-01,0.8514578896857039,0.5220398873483484,0.511879294576529,0.5141891191581358,0.5230954359374826,0.4529891864014994
2015-12-01,0.8671349633181885,0.538425704459672,0.5294779005619377,0.5315969059478031,0.5408826398605006,0.4716463001321507
2016-01-01,0.899676018366059,0.5562249444924849,0.5486754661159624,0.5506061225960617,0.5599549269744557,0.4915405630398131
2016-02-01,0.9197050872025142,0.574509519023659,0.568881678326206,0.5710719775143905,0.5801087714135756,0.5112868516567054
2016-03-01,0.9355799787988159,0.590620943557122,0.5869042017946757,0.5894381799514541,0.5981155919225237,0.5283932578997066
2016-04-01,0.9554606841624084,0.6077187246670513,0.6055065407457725,0.6085255491679753,0.6167988750045694,0.5467449611048242
2016-05-01,0.9719784841411144,0.6256768014447819,0.6245180561083375,0.6276833952540904,0.6357665724375026,0.5656940809403529
2016-06-01,0.9885704658562521,0.6448608905931196,0.6446085732415393,0.6481520413355717,0.6556136059828129,0.5865392692192563
2016-07-01,1.0030606317058357,0.6630719295942381,0.6647037807157021,0.6684699646068312,0.6755943664591598,0.6063223542850079
2016-08-01,1.0227187918601344,0.6817572377472908,0.6856729550556276,0.6894322976708628,0.6966036283725847,0.6272208974147567
2016-09-01,1.0373820484280576,0.701439407552532,0.708189048514457,0.7116597254336426,0.7191945645890349,0.6493586923757383
2016-10-01,1.0553834831353903,0.7214035335901543,0.7301952349059377,0.7334548718032196,0.7410764219077448,0.6713493015412826
2016-11-01,1.073830008261311,0.7434885643822292,0.7538193655794488,0.7571469624301322,0.7645695256638221,0.6953489968145545
2016-12-01,1.0837456336976297,0.7646999930772547,0.776094464852703,0.7795296486432542,0.7867427554826768,0.7183654384079451
2017-01-01,1.1022910678054587,0.7861457549947217,0.7988397149699206,0.8026352461128038,0.8095341733745997,0.7413240570102713
2017-02-01,1.119748503112295,0.8059084637138323,0.8203619028441234,0.8244160877712263,0.8311018267659138,0.7624354938798502
2017-03-01,1.136884484227929,0.8273496033979805,0.8435924915760363,0.8477966148112697,0.8543570487942616,0.7857389477743452
2017-04-01,1.15122628660465,0.849347652163077,0.8674276875927999,0.8717371189587305,0.8779921422836183,0.8104296277908432
2017-05-01,1.1637877273070194,0.8719666209371868,0.8918511863758338,0.8965798665951482,0.9020688608086423,0.836495443667576
2017-06-01,1.170538265322269,0.8945064514741907,0.916715800558787,0.9222997372521554,0.9265141438021333,0.8622921198040789
2017-07-01,1.1845833407532649,0.9176435305829141,0.9417112975895132,0.9482669747435278,0.950905283696717,0.8906677013420778
2017-08-01,1.1966996910370464,0.9395824707886139,0.9653760778846878,0.9730207540544685,0.9740346067119423,0.916889902126463
2017-09-01,1.2069862251555223,0.9635949728741794,0.9908030862838408,0.999051141612161,0.9991013394109657,0.9452865102066671
2017-10-01,1.220091665258388,0.9891209062021071,1.0181042209213313,1.0268504288175784,1.0262352947658673,0.97423217387021
2017-11-01,1.2285978377025122,1.0164689799309516,1.0473243750606442,1.0564835102140104,1.0555051845005619,1.0050055697149596
2017-12-01,1.2416043688234695,1.0425182060975167,1.0750733255851406,1.0853029675515673,1.083251456990096,1.034031397070661
2018-01-01,1.2459069095364856,1.0662953944869067,1.1001436447216757,1.1112318265495973,1.108511495773171,1.0613149125728651
2018-02-01,1.2564407161097326,1.0924073709724513,1.1271990948326294,1.1389861062491848,1.1356287080814227,1.0912614396453866
2018-03-01,1.2703868825588198,1.1161125645762264,1.1521532721929832,1.1650307985180315,1.1599746200058343,1.119553966341674
2018-04-01,1.2779039651838597,1.1395173130143497,1.1771413986879136,1.1917146671487402,1.1843659773425819,1.1456544760130454
2018-05-01,1.2940014019894552,1.1622939979919673,1.2016752321583202,1.2180628984103914,1.2086236077482928,1.1705194134980708
2018-06-01,1.3087635675392868,1.1861738559880814,1.2269447791109196,1.2447014106398757,1.2345009648357794,1.1953693695717746
2018-07-01,1.3159591959731245,1.209898518998861,1.2525707919765676,1.2719407207378775,1.2609393227071264,1.220357049496924
2018-08-01,1.3264435480554169,1.2304989724898894,1.2750538296990996,1.2966938022580303,1.2840329852074084,1.2434363078851536
2018-09-01,1.3340100851714112,1.2490999599018124,1.2960203238441903,1.3193385089120673,1.3052385973951846,1.2654894710137585
2018-10-01,1.33581517409124,1.266101934721156,1.3161300490403756,1.340608218818238,1.3252621939778966,1.2871993758408597
2018-11-01,1.3404144417499815,1.2818713139891078,1.3355150048832767,1.36105872233923,1.3445445302225534,1.3056980020096376
2018-12-01,1.3698151366222597,1.2964537597681385,1.3537631114170214,1.381376994505884,1.3628535953398604,1.3221394438553917
2019-01-01,1.3870252994743246,1.3091625202413768,1.3696278546937881,1.4003251544601876,1.3789725829784671,1.3350295027226498
2019-02-01,1.3976580150294797,1.3204795682829513,1.3840598104817057,1.4177953935253862,1.3935777382693075,1.3472898166508556
2019-03-01,1.4092550931582426,1.331268281049543,1.3981194425371346,1.4353336671924197,1.4081246190601184,1.3593671996618744
2019-04-01,1.4181569015300004,1.3421012552018443,1.4117524769146674,1.4519407390527908,1.4218878382908382,1.3729248512441543
2019-05-01,1.442834692516151,1.3566042826084161,1.4280938481729162,1.4709164617432229,1.4385745674203991,1.3892682568368762
2019-06-01,1.4721859328974751,1.3711623566117717,1.4449839893236203,1.4900076688090784,1.4552375953540522,1.4063084294719306
2019-07-01,1.4897175499407427,1.3868279457315886,1.462801477887216,1.5099400626699369,1.4729658724505486,1.4228586836735975
2019-08-01,1.508683347221682,1.4002461489852596,1.4794249396518426,1.5287455244080828,1.4891977125724203,1.4380277568841464
2019-09-01,1.5312593223422792,1.415233110213429,1.4965241359996722,1.548693967457067,1.506249092211492,1.4529836735230877
2019-10-01,1.5625640151162945,1.430461127912502,1.5133139931936355,1.5687945288978473,1.523181313544532,1.4677277477493091
2019-11-01,1.586722533947426,1.445049876736966,1.5291450106853954,1.588030876447619,1.5390806845972091,1.4832424447473598
2019-12-01,1.6051937863188237,1.460999242968956,1.546538358416361,1.6077710289463683,1.5564480077009892,1.500911310994356
2020-01-01,1.6251981279098018,1.479117697236044,1.5666708652686436,1.6296007159599546,1.5762726447033775,1.5217183886655117
2020-02-01,1.6408752015422863,1.4972100989153414,1.5869023159802491,1.6516264821849849,1.5962986331498972,1.5416131772367296
2020-03-01,1.774624872327948,1.5067461864528306,1.5991047963646294,1.6634355445866738,1.6077634887041008,1.5462329713910388
2020-04-01,2.0289693193054523,1.5283122665042344,1.6225254555802537,1.688064768241947,1.631522524227102,1.5670321641088678
2020-05-01,2.239175633106323,1.5476931507377656,1.6442917645340074,1.7112356091501797,1.6533687210308687,1.5861035007209654
2020-06-01,2.310043918643706,1.5785960020232914,1.7331500506935982,1.7889695029397703,1.7416519792687697,1.6098979243759577
2020-07-01,2.344760971293562,1.5828546196533522,1.7127104381831455,1.7890549823113078,1.693823183370001,1.7225116162879943
2020-08-01,2.360042408998413,1.6393122582081223,1.7568215314758606,1.8399246285514774,1.7394003656575752,1.7588291856487595
2020-09-01,2.4152336209033116,1.7034601724621719,1.8060290152472294,1.8709124707629232,1.7940418420056248,1.6460564805112938
2020-10-01,2.451360126545362,1.7645948107960947,1.8724531772400272,1.931904270174653,1.8706641118571334,1.7366085986778441
2020-11-01,2.5030647968379895,1.829856543212039,1.9409223278918917,1.9961962711185008,1.939748096757135,1.7885804287105482
2020-12-01,2.5453978410947937,1.9051170067002725,2.0167206946694893,2.0710315419745005,2.0207207319895373,1.8627999173872571
2021-01-01,2.6109497688545993,2.0007517143823192,2.1062347351653647,2.1583649436353967,2.110740918235764,1.9281459424214995
2021-02-01,2.6780595130794627,2.0917648890850256,2.193463686214879,2.241471826493029,2.1997441274796197,1.9856372397831275
2021-03-01,2.7389132641986182,2.171969321343431,2.2688459527443507,2.3123903976556632,2.2764416323199708,2.04897969817697
2021-04-01,2.7898266626359782,2.2673622722161926,2.3621540323786663,2.4014169886637795,2.3715997594661387,2.1274765112018175
2021-05-01,2.8521393212382833,2.3826411913632044,2.473012921190499,2.5062415631135155,2.4846962128395047,2.2231556888533834
