date,z_Money_supply,z_top_tier_home_value,z_mid_tier_home_value,z_bottom_tier_home_value,z_single_family_home_value,z_condo_coop_value
1997-11-01,-1.1924220397153775,-1.654310656765729,-1.6003156966743566,-1.5763606812762692,-1.5939084290324361,-1.6774184928614906
1997-12-01,-1.1879464082840214,-1.6470554312690213,-1.592929973107518,-1.569010153114873,-1.586583019959766,-1.6716054424370235
1998-01-01,-1.1821849600878558,-1.6378417795223625,-1.583078470292527,-1.559740351390925,-1.5769953426098522,-1.6629793034972475
1998-02-01,-1.1740991508168426,-1.6291956820000493,-1.5736432910752312,-1.550616736837075,-1.5678647286892704,-1.6537573249177258
1998-03-01,-1.1678184304656578,-1.6201649586386309,-1.5641223456232172,-1.5412973919671746,-1.5586767100373164,-1.6435594519480947
1998-04-01,-1.1614140738870875,-1.6097771195615946,-1.5539532397202847,-1.528747624643963,-1.5494636855364694,-1.6267161403144392
1998-05-01,-1.1554300804816282,-1.6042548113560036,-1.5458923304046084,-1.5149613720443136,-1.5425081455852518,-1.5589289337301473
1998-06-01,-1.1505340858771613,-1.5950310747366516,-1.5380628112430166,-1.5064483244300138,-1.534194026991568,-1.5516516474728497
1998-07-01,-1.1456380912726947,-1.5845117121115742,-1.529647669509988,-1.4976599983498253,-1.5251743085747724,-1.545623074990777
1998-08-01,-1.1394810071488952,-1.572864104353944,-1.5195797409620748,-1.4875483120400859,-1.5145890065751093,-1.539412097255072
1998-09-01,-1.1298621086583014,-1.5600039307226317,-1.5081755119393707,-1.4765895077136453,-1.5029191030599818,-1.5304455911633457
1998-10-01,-1.1199217559765051,-1.546800451216721,-1.4963319543133045,-1.4649908292345555,-1.4908615001659302,-1.5191887689618941
1998-11-01,-1.1103770392223427,-1.5348483363308263,-1.4857590323885732,-1.4548163417538909,-1.4801842201307736,-1.5090697455255333
1998-12-01,-1.1032308652794593,-1.5242468940474405,-1.476227589506789,-1.4457768109900018,-1.470733096460032,-1.4978833622404697
1999-01-01,-1.0964556000187322,-1.515479918120485,-1.4677836356792848,-1.437546019749471,-1.462576840877621,-1.4877617104863332
1999-02-01,-1.0908425152954295,-1.5047267825436723,-1.4577463060224043,-1.4276817002740982,-1.4528652214940634,-1.475550283268755
1999-03-01,-1.0891857898484634,-1.493064047477002,-1.4468231719725728,-1.4168708275947253,-1.4421457576790353,-1.4646488096305752
1999-04-01,-1.0820890703965342,-1.478071063338752,-1.4338005519686992,-1.4046165746702561,-1.4292049047136492,-1.4522252771684996
1999-05-01,-1.0760061680091664,-1.463702360833746,-1.421445523828297,-1.392929974551871,-1.4169696515713752,-1.439598312910587
1999-06-01,-1.0706156284951573,-1.4477049513887872,-1.4077662560898612,-1.3803669492036863,-1.4036367503837794,-1.4237566531812422
1999-07-01,-1.0638403632344307,-1.431828280280794,-1.3938303596959785,-1.3675457412639203,-1.3900159557706675,-1.4086603843730796
1999-08-01,-1.0595872770123687,-1.4167712852144771,-1.3811094849606063,-1.3556745754820945,-1.3774799801151845,-1.3950964248281377
1999-09-01,-1.055630917736032,-1.4029183118935882,-1.3693860894029735,-1.3444614264134065,-1.3658887906635286,-1.3833483700344118
1999-10-01,-1.0497458333124807,-1.388862520577425,-1.357686368899716,-1.33328560915188,-1.354308690762252,-1.370095077650555
1999-11-01,-1.0450476566718307,-1.371655206544633,-1.3428843228750063,-1.3190311389334437,-1.3396639609975118,-1.354037370200049
1999-12-01,-1.0382476641656269,-1.3532155770958016,-1.3272674976204724,-1.3040593397848852,-1.3239728995382218,-1.3395372038634108
2000-01-01,-1.0312745809410833,-1.3326627466147132,-1.3103668590399982,-1.2880921420771627,-1.3068497639849366,-1.3236019760212516
2000-02-01,-1.0280105845381051,-1.312795267273734,-1.2939111328021256,-1.2730802199582902,-1.2902597966184837,-1.307478297794577
2000-03-01,-1.0204193201766338,-1.2928095708139626,-1.2773656200372818,-1.257941648811386,-1.2738074701420243,-1.2882542559197117
2000-04-01,-1.006572062709455,-1.2744277893154405,-1.261472288015609,-1.2431544153262684,-1.2582159971939777,-1.2696021359928347
2000-05-01,-1.0095887866576618,-1.2553981948140558,-1.2449622878323283,-1.227713700768135,-1.2420265582941414,-1.2499554606196408
2000-06-01,-1.0051873369627373,-1.2372524273500902,-1.2287236573760867,-1.2126522355033107,-1.2260391231649281,-1.230984262914796
2000-07-01,-1.0008353417587668,-1.2187228744530774,-1.2122596672041392,-1.1975000574360388,-1.2099181785468427,-1.2105020453207138
2000-08-01,-0.9938869857797,-1.1995861281793274,-1.1953413840076688,-1.1818514012230645,-1.1933262542009107,-1.1903013205604072
2000-09-01,-0.9850593591443735,-1.1793274398184577,-1.1777023517501664,-1.1653353910605346,-1.1759998102240172,-1.1694608632535
