M2 Z Score,Bond Z Score
2.9476869682934987,-1.6364978553552003
3.010992514378804,-1.6588092729174404
3.042004721881864,-1.7703663607286417
3.055655394415262,-1.7294620951978679
3.104956852497049,-1.7071506776356278
3.137228102612412,-1.6922763992608008
3.1834150868637643,-1.7108692472293345
3.2212305421666403,-1.7257435256041613
3.2797870678722036,-1.6550907033237336
3.339735166991366,-1.562126463481066
3.39409488398925,-1.435695097295038
3.4395750373003615,-1.487755071606932
3.4952379738443144,-1.4654436540446918
3.498993013214343,-1.5286593371377057
