Date,Money Supply,S&P 500,DOW,NASDAQ
1980-04-01,0.0050849725679111835,-0.11240444753300904,-0.11005354630848119,-0.17966728280961197
1980-05-01,0.006723472240713457,0.03210021530632212,0.031001822886789654,0.04912122577737743
1980-07-01,0.021953316140977286,0.08979707946140736,0.07848761730486276,0.132373997709049
1980-08-01,0.010352636687156247,0.054641955973200984,0.06788035814598703,0.09053549977871933
1980-10-01,0.014921549791866662,0.04884085471495747,0.008524069223171615,0.09931010493361936
1980-12-01,0.009464916708733062,0.07928891685676098,0.0319665325413554,0.08063495411876387
1981-04-01,0.03712964120515072,-0.004664383062459088,0.046098303161586474,0.031379630081499243
1981-05-01,0.003013500482160092,-0.028190671450538107,-0.018291360167235204,0.025267341724235948
1981-06-01,0.003665424828746433,-0.0023357444243520264,0.0023804979961630224,0.029259737862285418
1981-07-01,0.006944860204753711,-0.019938071142662883,-0.030361938354242723,-0.037619944399605476
1981-09-01,0.014329032641655193,-0.052015103644910354,-0.08778909947708902,-0.0906676606252621
1981-10-01,0.009261430246189972,-0.048284831734677236,-0.03449604060223632,-0.07214223497463745
1981-12-01,0.01957254036473466,0.07704133925521006,0.044540398469950615,0.110663206140593
1982-02-01,0.010823127314155467,-0.06597938144329896,-0.04328143604951584,-0.07114801372246804
1982-03-01,0.006762468300929747,-0.03795211411105448,-0.027357371813688136,-0.03580987046354778
1982-04-01,0.009739714525608845,0.004236166269526054,0.005854730259901686,-0.015655360017764908
1982-06-01,0.012251233438660636,-0.018542929958695886,-0.021926455763045416,0.0002819919914274216
1982-07-01,0.003012048192771122,-0.02659383954154737,-0.014356356675705895,-0.03811456923770873
1982-09-01,0.014687414687414746,0.08775641615306795,0.11425797054539566,0.03927315357561567
1982-10-01,0.00608049935428312,0.03145877378435524,0.014177978883861408,0.06429780033840937
1982-11-01,0.007487832272557116,0.11068295482495705,0.10791636371648283,0.1368309485956547
1982-12-01,0.011785316133142265,0.023990551413597183,0.025246097245699373,0.09821928025358928
1983-02-01,0.04769400283330705,0.030565167243367997,0.027834621614020172,0.05331295895411525
1983-03-01,0.009214743589743613,0.05540011191941785,0.06691891789882898,0.05508764859963722
1983-06-01,0.0190055577610162,0.07734623541887609,0.06323460480582987,0.17618974868230075
1983-07-01,0.005502800097394678,0.03746539526299575,0.0191730230159457,0.04426043188829354
1983-08-01,0.0044556373498643165,-0.03913662239089177,-0.02534156015866018,-0.0606380993842901
1983-09-01,0.004435872709739552,0.013515181436682289,0.010550908131735648,-0.02492717161016944
1983-11-01,0.013968894009216859,-0.0034707422517200603,0.018611048963797172,-0.07302665082328974
1983-12-01,0.005302277138663936,0.017291946718807294,0.03728228948888357,0.047721945502490426
1984-02-01,0.01634094655050622,-0.02252387530782629,-0.04924319661203036,-0.06865452511623027
1984-03-01,0.00787693448243898,-0.02795870714022375,-0.04361095759335476,-0.048530570881657464
1984-05-01,0.013286134608311961,0.022062077248877987,0.02032015455737257,-0.012781065088757426
1984-06-01,0.004990699151581124,-0.05220188025729833,-0.04957734573119199,-0.05738032446255892
1984-08-01,0.0069071373752878085,0.005481597494126911,0.009125272379597149,-0.010809665112335831
1984-10-01,0.012777977044476252,0.0684060228452752,0.05673315059800288,0.06218127276623098
1984-11-01,0.009960600292177713,0.017434090632972854,0.015104505496338572,0.0005648349874929348
1985-02-01,0.0318663978258964,0.06651143351841893,0.049815543632763415,0.1225806451612903
1985-03-01,0.005139968565481379,0.025751553490455104,0.01693641799455259,0.031609195402298784
1985-04-01,0.003888090609416084,-0.01069693827429996,-0.020479312892500823,-0.02402506963788298
1985-05-01,0.005935842384440448,-0.015998234677552903,-0.02412099783932431,-0.0024973242953977293
1985-07-01,0.016739903745553564,0.07882491450356,0.07655891469747611,0.06044349070100141
1985-08-01,0.005968306235851095,-0.0016629423686534972,0.01382054235158603,0.025295109612141653
1985-10-01,0.009819967266775809,-0.03664567175055966,-0.010821616677239798,-0.0730263157894736
1985-11-01,0.0039708265802269604,0.034905711352461344,0.03676498005145601,0.04364797728885739
1986-04-01,0.032286705948825656,0.22769278964130946,0.2876173350116884,0.2723563413804826
1986-05-01,0.010555946516537684,8.505571149108881e-05,-0.006887844881040772,0.020042757883484752
1986-07-01,0.01617146394305169,0.07178091512161933,0.07073991157511061,0.06785433586586342
1986-08-01,0.007576334424731712,-0.06796540231709247,-0.07349464681593232,-0.09052993130520126
1986-10-01,0.015454373701114799,-0.005576603805712788,0.010920596040008057,-0.04963582411653622
1986-12-01,0.015107538885167804,0.0661386986301371,0.07271299568119338,0.015895543570820125
1987-04-01,0.01455278592375353,0.17398112828749235,0.21098120823616773,0.1967029896619168
1987-05-01,0.0018788163457024165,-0.014877898625077046,-0.015392586515835194,-0.023114639271538673
1987-06-01,0.0006130765624436929,0.006249349026143047,0.0034336081389230166,-0.008126195028680616
1987-07-01,0.0015858141714122365,0.04523341269019765,0.05311091979390192,0.02289156626506017
1987-09-01,0.007376754228139548,0.06753812636165568,0.08349794170373803,0.06595995288574796
1987-10-01,0.005465261653866849,0.012152133580705105,0.010812073673768685,-0.008839779005524906
1987-12-01,0.004121074321443707,-0.291235144960743,-0.3019324037587148,-0.31950947603121516
1988-02-01,0.015567506368525441,0.09931034482758627,0.055521782081483506,0.1343381389252949
1988-03-01,0.00707218506131535,0.04775721455457971,0.06471153895599668,0.06094742923165808
1988-06-01,0.016501193482547638,-0.001983384477209915,-0.00312006452641167,0.02041927579635172
1988-07-01,0.0029948271167981044,0.019085829989875736,0.03273724449009441,0.053094983991462064
