date,rolling_z_Money_supply,rolling_z_top_tier_home_value,rolling_z_mid_tier_home_value,rolling_z_bottom_tier_home_value,rolling_z_single_family_home_value,rolling_z_condo_coop_value
2011-12-01,2.191353996918322,-1.5944917147511393,-1.6343556400728585,-1.6228025701213047,-1.6374787749403295,-1.6067788971862043
2012-01-01,2.1576791800024004,-1.5771495388497947,-1.6049462433323023,-1.5913753726354363,-1.6055176269661415,-1.5766160926675974
2012-02-01,2.0923972398158552,-1.5493605124427463,-1.5653748248072863,-1.551623572677763,-1.5616505812020125,-1.5421995626107112
2012-03-01,2.011697396791427,-1.4799721479835672,-1.4903683655981617,-1.4816215545924198,-1.4814881436319163,-1.4758371652826037
2012-04-01,1.9512562721568607,-1.3902418282148337,-1.4017314966747827,-1.3953405543037338,-1.3915354015641421,-1.3972332468531747
2012-05-01,1.8811184311437457,-1.2642836588464277,-1.2785336212811902,-1.276221014215057,-1.2656418084595316,-1.2984534148138074
2012-06-01,1.850864432621841,-1.1440272068922563,-1.1590661103670648,-1.1597453932231032,-1.1401549270327496,-1.2162524524908007
2012-07-01,1.812288693180805,-1.0104932930301544,-1.0242351594614263,-1.027974665667081,-0.9972183658280026,-1.1315172272527323
2012-08-01,1.781969884064625,-0.8764750505957368,-0.8918577028645235,-0.895490005796764,-0.8558126283581893,-1.0417992384589596
2012-09-01,1.782156231683234,-0.7159409026282908,-0.7365513800167918,-0.7365502229015592,-0.6912492709521957,-0.9265843088862437
2012-10-01,1.757678782661234,-0.5321202395551112,-0.5628698165931116,-0.5635849204365381,-0.5068755235011205,-0.7952686184302993
2012-11-01,1.7341368071449166,-0.31598080106792154,-0.36001187537865936,-0.3606501081426621,-0.29054634158284803,-0.6468087441634183
2012-12-01,1.809024561072283,-0.08971426266636438,-0.14569715367560657,-0.14916406310459718,-0.06240711821997859,-0.4854066482807509
2013-01-01,1.7280406566246849,0.1448679413363652,0.0743644876267868,0.07180380419211442,0.16064887422025123,-0.31152256348008617
2013-02-01,1.6375731526831652,0.3920915496535997,0.30935016190750847,0.3045641570133999,0.39696318680585707,-0.13707079489906715
2013-03-01,1.6337020867966385,0.6740747273819444,0.5759364934985589,0.5724516990957934,0.661890683745046,0.060307195318471854
